week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
202504,3,36675,31115,42235,648,550,746,44,GRAND EST
202504,3,35471,29012,41930,568,465,671,75,NOUVELLE-AQUITAINE
202504,3,38232,32600,43864,459,391,527,84,AUVERGNE-RHONE-ALPES
202504,3,14665,11223,18107,510,390,630,27,BOURGOGNE-FRANCHE-COMTE
202504,3,29521,24499,34543,841,698,984,53,BRETAGNE
202504,3,15392,11185,19599,583,424,742,24,CENTRE-VAL-DE-LOIRE
202504,3,2541,1785,3297,713,501,925,94,CORSE
202504,3,52980,45870,60090,424,367,481,11,ILE-DE-FRANCE
202504,3,35873,30133,41613,578,485,671,76,OCCITANIE
202504,3,33974,28500,39448,558,468,648,32,HAUTS-DE-FRANCE
202504,3,8026,5971,10081,235,175,295,28,NORMANDIE
202504,3,13338,9948,16728,336,251,421,52,PAYS-DE-LA-LOIRE
202504,3,47707,36652,58762,910,699,1121,93,PROVENCE-ALPES-COTE-D-AZUR
202503,3,24919,20722,29116,440,366,514,44,GRAND EST
202503,3,22728,18418,27038,364,295,433,75,NOUVELLE-AQUITAINE
202503,3,26115,21770,30460,313,261,365,84,AUVERGNE-RHONE-ALPES
202503,3,11273,8325,14221,392,289,495,27,BOURGOGNE-FRANCHE-COMTE
202503,3,19894,15907,23881,567,453,681,53,BRETAGNE
202503,3,9365,6840,11890,355,259,451,24,CENTRE-VAL-DE-LOIRE
202503,3,2017,1446,2588,566,406,726,94,CORSE
202503,3,37351,32280,42422,299,258,340,11,ILE-DE-FRANCE
202503,3,25948,21593,30303,418,348,488,76,OCCITANIE
202503,3,24952,20655,29249,410,339,481,32,HAUTS-DE-FRANCE
202503,3,4754,3281,6227,139,96,182,28,NORMANDIE
202503,3,10547,7621,13473,266,192,340,52,PAYS-DE-LA-LOIRE
202503,3,19870,15305,24435,379,292,466,93,PROVENCE-ALPES-COTE-D-AZUR
202502,3,24259,20169,28349,428,356,500,44,GRAND EST
202502,3,23537,19456,27618,377,312,442,75,NOUVELLE-AQUITAINE
202502,3,34549,29136,39962,415,350,480,84,AUVERGNE-RHONE-ALPES
202502,3,13250,10497,16003,461,365,557,27,BOURGOGNE-FRANCHE-COMTE
202502,3,10993,7945,14041,313,226,400,53,BRETAGNE
202502,3,9234,6935,11533,350,263,437,24,CENTRE-VAL-DE-LOIRE
202502,3,1676,1191,2161,470,334,606,94,CORSE
202502,3,40884,34246,47522,327,274,380,11,ILE-DE-FRANCE
202502,3,29657,24608,34706,478,397,559,76,OCCITANIE
202502,3,19902,15923,23881,327,262,392,32,HAUTS-DE-FRANCE
202502,3,6971,5064,8878,205,149,261,28,NORMANDIE
202502,3,7217,5113,9321,182,129,235,52,PAYS-DE-LA-LOIRE
202502,3,16926,12762,21090,323,244,402,93,PROVENCE-ALPES-COTE-D-AZUR
202501,3,22390,17912,26868,395,316,474,44,GRAND EST
202501,3,22823,17644,28002,365,282,448,75,NOUVELLE-AQUITAINE
202501,3,26021,21429,30613,312,257,367,84,AUVERGNE-RHONE-ALPES
202501,3,7179,4524,9834,250,158,342,27,BOURGOGNE-FRANCHE-COMTE
202501,3,9279,6562,11996,264,187,341,53,BRETAGNE
202501,3,7067,4407,9727,268,167,369,24,CENTRE-VAL-DE-LOIRE
202501,3,281,39,523,79,11,147,94,CORSE
202501,3,23279,18929,27629,186,151,221,11,ILE-DE-FRANCE
202501,3,20685,15537,25833,333,250,416,76,OCCITANIE
202501,3,24046,18729,29363,395,308,482,32,HAUTS-DE-FRANCE
202501,3,4049,2382,5716,119,70,168,28,NORMANDIE
202501,3,9364,5726,13002,236,144,328,52,PAYS-DE-LA-LOIRE
202501,3,25099,17783,32415,479,339,619,93,PROVENCE-ALPES-COTE-D-AZUR
202452,3,17399,13685,21113,307,241,373,44,GRAND EST
202452,3,19682,14810,24554,317,238,396,75,NOUVELLE-AQUITAINE
202452,3,18117,12982,23252,219,157,281,84,AUVERGNE-RHONE-ALPES
202452,3,7114,5001,9227,248,174,322,27,BOURGOGNE-FRANCHE-COMTE
202452,3,10169,7401,12937,292,213,371,53,BRETAGNE
202452,3,6024,1189,10859,229,45,413,24,CENTRE-VAL-DE-LOIRE
202452,3,121,8,234,34,2,66,94,CORSE
202452,3,22181,17580,26782,178,141,215,11,ILE-DE-FRANCE
202452,3,16235,11659,20811,264,190,338,76,OCCITANIE
202452,3,30616,22840,38392,503,375,631,32,HAUTS-DE-FRANCE
202452,3,3833,2566,5100,113,76,150,28,NORMANDIE
202452,3,11455,8043,14867,290,204,376,52,PAYS-DE-LA-LOIRE
202452,3,16688,10875,22501,321,209,433,93,PROVENCE-ALPES-COTE-D-AZUR
202451,3,15848,12307,19389,280,217,343,44,GRAND EST
202451,3,15934,12360,19508,257,199,315,75,NOUVELLE-AQUITAINE
202451,3,18678,14332,23024,225,173,277,84,AUVERGNE-RHONE-ALPES
202451,3,6143,4050,8236,214,141,287,27,BOURGOGNE-FRANCHE-COMTE
202451,3,17131,13573,20689,492,390,594,53,BRETAGNE
202451,3,6055,3889,8221,230,148,312,24,CENTRE-VAL-DE-LOIRE
202451,3,325,93,557,92,26,158,94,CORSE
202451,3,46674,40935,52413,376,330,422,11,ILE-DE-FRANCE
202451,3,16959,13108,20810,276,213,339,76,OCCITANIE
202451,3,12807,9049,16565,210,148,272,32,HAUTS-DE-FRANCE
202451,3,8480,3683,13277,250,109,391,28,NORMANDIE
202451,3,10159,6236,14082,258,159,357,52,PAYS-DE-LA-LOIRE
202451,3,15013,10343,19683,289,199,379,93,PROVENCE-ALPES-COTE-D-AZUR
202450,3,12254,9135,15373,216,161,271,44,GRAND EST
202450,3,10344,7628,13060,167,123,211,75,NOUVELLE-AQUITAINE
202450,3,13674,8258,19090,165,100,230,84,AUVERGNE-RHONE-ALPES
202450,3,5535,3730,7340,193,130,256,27,BOURGOGNE-FRANCHE-COMTE
202450,3,8051,5694,10408,231,163,299,53,BRETAGNE
202450,3,6090,3880,8300,231,147,315,24,CENTRE-VAL-DE-LOIRE
202450,3,266,82,450,75,23,127,94,CORSE
202450,3,26589,22591,30587,214,182,246,11,ILE-DE-FRANCE
202450,3,12962,9877,16047,211,161,261,76,OCCITANIE
202450,3,9873,6907,12839,162,113,211,32,HAUTS-DE-FRANCE
202450,3,8425,3646,13204,248,107,389,28,NORMANDIE
202450,3,7982,4653,11311,202,118,286,52,PAYS-DE-LA-LOIRE
202450,3,9624,6093,13155,185,117,253,93,PROVENCE-ALPES-COTE-D-AZUR
202449,3,9052,6256,11848,160,111,209,44,GRAND EST
202449,3,7401,5011,9791,119,80,158,75,NOUVELLE-AQUITAINE
202449,3,9367,6889,11845,113,83,143,84,AUVERGNE-RHONE-ALPES
202449,3,4630,2730,6530,161,95,227,27,BOURGOGNE-FRANCHE-COMTE
202449,3,6712,4525,8899,193,130,256,53,BRETAGNE
202449,3,3880,2142,5618,147,81,213,24,CENTRE-VAL-DE-LOIRE
202449,3,312,26,598,88,7,169,94,CORSE
202449,3,23701,19806,27596,191,160,222,11,ILE-DE-FRANCE
202449,3,9317,6620,12014,152,108,196,76,OCCITANIE
202449,3,7909,5110,10708,130,84,176,32,HAUTS-DE-FRANCE
202449,3,6073,2298,9848,179,68,290,28,NORMANDIE
202449,3,6190,3163,9217,157,80,234,52,PAYS-DE-LA-LOIRE
202449,3,8949,5354,12544,172,103,241,93,PROVENCE-ALPES-COTE-D-AZUR
202448,3,12407,8871,15943,219,157,281,44,GRAND EST
202448,3,4469,2620,6318,72,42,102,75,NOUVELLE-AQUITAINE
202448,3,7275,5117,9433,88,62,114,84,AUVERGNE-RHONE-ALPES
202448,3,3650,1693,5607,127,59,195,27,BOURGOGNE-FRANCHE-COMTE
202448,3,5306,3477,7135,152,99,205,53,BRETAGNE
202448,3,2506,1058,3954,95,40,150,24,CENTRE-VAL-DE-LOIRE
202448,3,163,36,290,46,10,82,94,CORSE
202448,3,19908,15938,23878,160,128,192,11,ILE-DE-FRANCE
202448,3,9207,6470,11944,150,105,195,76,OCCITANIE
202448,3,6455,3995,8915,106,66,146,32,HAUTS-DE-FRANCE
202448,3,6279,1720,10838,185,51,319,28,NORMANDIE
202448,3,3327,1040,5614,84,26,142,52,PAYS-DE-LA-LOIRE
202448,3,7800,4153,11447,150,80,220,93,PROVENCE-ALPES-COTE-D-AZUR
202447,3,8895,5411,12379,157,95,219,44,GRAND EST
202447,3,3579,1527,5631,58,25,91,75,NOUVELLE-AQUITAINE
202447,3,7662,5347,9977,92,64,120,84,AUVERGNE-RHONE-ALPES
202447,3,966,225,1707,34,8,60,27,BOURGOGNE-FRANCHE-COMTE
202447,3,4949,3189,6709,142,91,193,53,BRETAGNE
202447,3,1302,224,2380,49,8,90,24,CENTRE-VAL-DE-LOIRE
202447,3,314,46,582,89,13,165,94,CORSE
202447,3,17060,13534,20586,137,109,165,11,ILE-DE-FRANCE
202447,3,5867,3602,8132,95,58,132,76,OCCITANIE
202447,3,6875,4339,9411,113,71,155,32,HAUTS-DE-FRANCE
202447,3,7688,2390,12986,226,70,382,28,NORMANDIE
202447,3,3334,1598,5070,85,41,129,52,PAYS-DE-LA-LOIRE
202447,3,7780,3691,11869,150,71,229,93,PROVENCE-ALPES-COTE-D-AZUR
202446,3,5626,3259,7993,99,57,141,44,GRAND EST
202446,3,3922,1859,5985,63,30,96,75,NOUVELLE-AQUITAINE
202446,3,6637,4463,8811,80,54,106,84,AUVERGNE-RHONE-ALPES
202446,3,1343,264,2422,47,9,85,27,BOURGOGNE-FRANCHE-COMTE
202446,3,3152,1841,4463,91,53,129,53,BRETAGNE
202446,3,1439,385,2493,55,15,95,24,CENTRE-VAL-DE-LOIRE
202446,3,179,0,412,51,0,117,94,CORSE
202446,3,8719,6038,11400,70,48,92,11,ILE-DE-FRANCE
202446,3,4750,2658,6842,77,43,111,76,OCCITANIE
202446,3,6287,3982,8592,103,65,141,32,HAUTS-DE-FRANCE
202446,3,6207,0,13411,183,0,395,28,NORMANDIE
202446,3,3136,814,5458,80,21,139,52,PAYS-DE-LA-LOIRE
202446,3,7406,3395,11417,142,65,219,93,PROVENCE-ALPES-COTE-D-AZUR
202445,3,5260,2913,7607,93,52,134,44,GRAND EST
202445,3,3393,1467,5319,55,24,86,75,NOUVELLE-AQUITAINE
202445,3,5613,3757,7469,68,46,90,84,AUVERGNE-RHONE-ALPES
202445,3,996,73,1919,35,3,67,27,BOURGOGNE-FRANCHE-COMTE
202445,3,2686,1408,3964,77,40,114,53,BRETAGNE
202445,3,1208,237,2179,46,9,83,24,CENTRE-VAL-DE-LOIRE
202445,3,168,0,376,48,0,107,94,CORSE
202445,3,8821,5947,11695,71,48,94,11,ILE-DE-FRANCE
202445,3,3841,2037,5645,63,34,92,76,OCCITANIE
202445,3,5341,2617,8065,88,43,133,32,HAUTS-DE-FRANCE
202445,3,681,125,1237,20,4,36,28,NORMANDIE
202445,3,2841,611,5071,72,15,129,52,PAYS-DE-LA-LOIRE
202445,3,8724,2097,15351,168,41,295,93,PROVENCE-ALPES-COTE-D-AZUR
202444,3,3587,1478,5696,63,26,100,44,GRAND EST
202444,3,1424,224,2624,23,4,42,75,NOUVELLE-AQUITAINE
202444,3,4411,2534,6288,53,30,76,84,AUVERGNE-RHONE-ALPES
202444,3,772,0,1551,27,0,54,27,BOURGOGNE-FRANCHE-COMTE
202444,3,3202,1450,4954,92,42,142,53,BRETAGNE
202444,3,1844,464,3224,70,18,122,24,CENTRE-VAL-DE-LOIRE
202444,3,57,0,134,16,0,38,94,CORSE
202444,3,6485,4241,8729,52,34,70,11,ILE-DE-FRANCE
202444,3,3572,1690,5454,58,27,89,76,OCCITANIE
202444,3,2464,0,5192,40,0,85,32,HAUTS-DE-FRANCE
202444,3,317,0,719,9,0,21,28,NORMANDIE
202444,3,1667,389,2945,42,10,74,52,PAYS-DE-LA-LOIRE
202444,3,2390,712,4068,46,14,78,93,PROVENCE-ALPES-COTE-D-AZUR
202443,3,4973,2306,7640,88,41,135,44,GRAND EST
202443,3,2361,765,3957,38,12,64,75,NOUVELLE-AQUITAINE
202443,3,6485,3848,9122,78,46,110,84,AUVERGNE-RHONE-ALPES
202443,3,1050,46,2054,37,2,72,27,BOURGOGNE-FRANCHE-COMTE
202443,3,5647,3307,7987,162,95,229,53,BRETAGNE
202443,3,2453,818,4088,93,31,155,24,CENTRE-VAL-DE-LOIRE
202443,3,32,0,86,9,0,24,94,CORSE
202443,3,9262,6024,12500,75,49,101,11,ILE-DE-FRANCE
202443,3,3695,1924,5466,60,31,89,76,OCCITANIE
202443,3,4561,2456,6666,75,40,110,32,HAUTS-DE-FRANCE
202443,3,711,140,1282,21,4,38,28,NORMANDIE
202443,3,2178,357,3999,55,9,101,52,PAYS-DE-LA-LOIRE
202443,3,2504,706,4302,48,13,83,93,PROVENCE-ALPES-COTE-D-AZUR
202442,3,7967,5060,10874,141,90,192,44,GRAND EST
202442,3,5030,2618,7442,81,42,120,75,NOUVELLE-AQUITAINE
202442,3,10108,6929,13287,122,84,160,84,AUVERGNE-RHONE-ALPES
202442,3,1540,663,2417,54,23,85,27,BOURGOGNE-FRANCHE-COMTE
202442,3,5586,3218,7954,160,92,228,53,BRETAGNE
202442,3,1753,430,3076,67,17,117,24,CENTRE-VAL-DE-LOIRE
202442,3,194,3,385,55,1,109,94,CORSE
202442,3,11639,8425,14853,94,68,120,11,ILE-DE-FRANCE
202442,3,6162,4036,8288,100,65,135,76,OCCITANIE
202442,3,7389,3566,11212,121,58,184,32,HAUTS-DE-FRANCE
202442,3,1590,675,2505,47,20,74,28,NORMANDIE
202442,3,1840,397,3283,47,10,84,52,PAYS-DE-LA-LOIRE
202442,3,5346,2870,7822,103,55,151,93,PROVENCE-ALPES-COTE-D-AZUR
202441,3,10534,7174,13894,186,127,245,44,GRAND EST
202441,3,4964,2900,7028,80,47,113,75,NOUVELLE-AQUITAINE
202441,3,11528,8312,14744,139,100,178,84,AUVERGNE-RHONE-ALPES
202441,3,1897,529,3265,66,18,114,27,BOURGOGNE-FRANCHE-COMTE
202441,3,3819,2200,5438,110,64,156,53,BRETAGNE
202441,3,3058,1407,4709,116,53,179,24,CENTRE-VAL-DE-LOIRE
202441,3,339,107,571,96,30,162,94,CORSE
202441,3,14607,9612,19602,118,78,158,11,ILE-DE-FRANCE
202441,3,7670,5326,10014,125,87,163,76,OCCITANIE
202441,3,11164,6698,15630,183,110,256,32,HAUTS-DE-FRANCE
202441,3,1806,854,2758,53,25,81,28,NORMANDIE
202441,3,3793,1645,5941,96,42,150,52,PAYS-DE-LA-LOIRE
202441,3,5301,2806,7796,102,54,150,93,PROVENCE-ALPES-COTE-D-AZUR
202440,3,12026,8315,15737,212,146,278,44,GRAND EST
202440,3,5300,3125,7475,85,50,120,75,NOUVELLE-AQUITAINE
202440,3,11828,8576,15080,143,104,182,84,AUVERGNE-RHONE-ALPES
202440,3,4559,2740,6378,159,96,222,27,BOURGOGNE-FRANCHE-COMTE
202440,3,3989,2579,5399,115,75,155,53,BRETAGNE
202440,3,3861,2023,5699,147,77,217,24,CENTRE-VAL-DE-LOIRE
202440,3,411,137,685,117,39,195,94,CORSE
202440,3,13393,9215,17571,108,74,142,11,ILE-DE-FRANCE
202440,3,6911,4721,9101,112,76,148,76,OCCITANIE
202440,3,6873,4242,9504,113,70,156,32,HAUTS-DE-FRANCE
202440,3,1917,1036,2798,56,30,82,28,NORMANDIE
202440,3,2956,1741,4171,75,44,106,52,PAYS-DE-LA-LOIRE
202440,3,4803,2577,7029,92,49,135,93,PROVENCE-ALPES-COTE-D-AZUR
202439,3,12538,8895,16181,221,157,285,44,GRAND EST
202439,3,5632,3479,7785,91,56,126,75,NOUVELLE-AQUITAINE
202439,3,14329,10575,18083,173,128,218,84,AUVERGNE-RHONE-ALPES
202439,3,3725,2011,5439,130,70,190,27,BOURGOGNE-FRANCHE-COMTE
202439,3,6205,4315,8095,178,124,232,53,BRETAGNE
202439,3,3346,1563,5129,127,59,195,24,CENTRE-VAL-DE-LOIRE
202439,3,228,84,372,65,24,106,94,CORSE
202439,3,11171,8307,14035,90,67,113,11,ILE-DE-FRANCE
202439,3,7748,5130,10366,126,83,169,76,OCCITANIE
202439,3,9358,6084,12632,154,100,208,32,HAUTS-DE-FRANCE
202439,3,2317,1333,3301,68,39,97,28,NORMANDIE
202439,3,4958,25,9891,126,1,251,52,PAYS-DE-LA-LOIRE
202439,3,5483,3072,7894,105,59,151,93,PROVENCE-ALPES-COTE-D-AZUR
202438,3,9860,6644,13076,174,117,231,44,GRAND EST
202438,3,8959,6232,11686,144,100,188,75,NOUVELLE-AQUITAINE
202438,3,11178,7783,14573,135,94,176,84,AUVERGNE-RHONE-ALPES
202438,3,2728,1239,4217,95,43,147,27,BOURGOGNE-FRANCHE-COMTE
202438,3,7104,4683,9525,204,134,274,53,BRETAGNE
202438,3,4215,1614,6816,160,61,259,24,CENTRE-VAL-DE-LOIRE
202438,3,445,0,934,126,0,265,94,CORSE
202438,3,11430,8392,14468,92,68,116,11,ILE-DE-FRANCE
202438,3,5810,3537,8083,95,58,132,76,OCCITANIE
202438,3,10832,7673,13991,178,126,230,32,HAUTS-DE-FRANCE
202438,3,1979,1026,2932,58,30,86,28,NORMANDIE
202438,3,5218,2903,7533,132,73,191,52,PAYS-DE-LA-LOIRE
202438,3,6530,3785,9275,126,73,179,93,PROVENCE-ALPES-COTE-D-AZUR
202437,3,6364,3416,9312,112,60,164,44,GRAND EST
202437,3,4491,2141,6841,72,34,110,75,NOUVELLE-AQUITAINE
202437,3,6866,4088,9644,83,49,117,84,AUVERGNE-RHONE-ALPES
202437,3,1836,557,3115,64,19,109,27,BOURGOGNE-FRANCHE-COMTE
202437,3,6045,3152,8938,174,91,257,53,BRETAGNE
202437,3,2291,224,4358,87,8,166,24,CENTRE-VAL-DE-LOIRE
202437,3,419,0,858,119,0,243,94,CORSE
202437,3,7862,5468,10256,63,44,82,11,ILE-DE-FRANCE
202437,3,4042,2141,5943,66,35,97,76,OCCITANIE
202437,3,8896,5290,12502,146,87,205,32,HAUTS-DE-FRANCE
202437,3,924,288,1560,27,8,46,28,NORMANDIE
202437,3,3079,1229,4929,78,31,125,52,PAYS-DE-LA-LOIRE
202437,3,4058,2022,6094,78,39,117,93,PROVENCE-ALPES-COTE-D-AZUR
202436,3,3134,1110,5158,55,19,91,44,GRAND EST
202436,3,1647,560,2734,27,9,45,75,NOUVELLE-AQUITAINE
202436,3,3577,1646,5508,43,20,66,84,AUVERGNE-RHONE-ALPES
202436,3,1112,53,2171,39,2,76,27,BOURGOGNE-FRANCHE-COMTE
202436,3,2880,1277,4483,83,37,129,53,BRETAGNE
202436,3,384,0,1521,109,0,431,94,CORSE
202436,3,5158,3160,7156,42,26,58,11,ILE-DE-FRANCE
202436,3,3558,1707,5409,58,28,88,76,OCCITANIE
202436,3,2537,1072,4002,42,18,66,32,HAUTS-DE-FRANCE
202436,3,391,0,817,12,0,25,28,NORMANDIE
202436,3,1909,516,3302,48,13,83,52,PAYS-DE-LA-LOIRE
202436,3,3290,1383,5197,63,26,100,93,PROVENCE-ALPES-COTE-D-AZUR
202436,3,670,0,1708,25,0,64,24,CENTRE-VAL-DE-LOIRE
202435,3,4633,1167,8099,82,21,143,44,GRAND EST
202435,3,1704,482,2926,27,7,47,75,NOUVELLE-AQUITAINE
202435,3,3546,1882,5210,43,23,63,84,AUVERGNE-RHONE-ALPES
202435,3,556,0,1423,19,0,49,27,BOURGOGNE-FRANCHE-COMTE
202435,3,2450,900,4000,70,26,114,53,BRETAGNE
202435,3,795,0,1752,30,0,66,24,CENTRE-VAL-DE-LOIRE
202435,3,146,10,282,41,3,79,94,CORSE
202435,3,3727,2025,5429,30,16,44,11,ILE-DE-FRANCE
202435,3,3054,1346,4762,50,22,78,76,OCCITANIE
202435,3,2140,643,3637,35,10,60,32,HAUTS-DE-FRANCE
202435,3,367,0,796,11,0,24,28,NORMANDIE
202435,3,397,0,860,10,0,22,52,PAYS-DE-LA-LOIRE
202435,3,2170,681,3659,42,13,71,93,PROVENCE-ALPES-COTE-D-AZUR
202434,3,1823,397,3249,32,7,57,44,GRAND EST
202434,3,3794,1372,6216,61,22,100,75,NOUVELLE-AQUITAINE
202434,3,3665,1362,5968,44,16,72,84,AUVERGNE-RHONE-ALPES
202434,3,330,0,896,11,0,31,27,BOURGOGNE-FRANCHE-COMTE
202434,3,4122,561,7683,118,16,220,53,BRETAGNE
202434,3,1027,44,2010,39,2,76,24,CENTRE-VAL-DE-LOIRE
202434,3,330,99,561,94,28,160,94,CORSE
202434,3,3137,1419,4855,25,11,39,11,ILE-DE-FRANCE
202434,3,4307,1663,6951,70,27,113,76,OCCITANIE
202434,3,2279,693,3865,37,11,63,32,HAUTS-DE-FRANCE
202434,3,611,49,1173,18,1,35,28,NORMANDIE
202434,3,350,0,882,9,0,22,52,PAYS-DE-LA-LOIRE
202434,3,1062,0,2362,20,0,45,93,PROVENCE-ALPES-COTE-D-AZUR
202433,3,2419,660,4178,43,12,74,44,GRAND EST
202433,3,990,0,2038,16,0,33,75,NOUVELLE-AQUITAINE
202433,3,1565,0,3158,19,0,38,84,AUVERGNE-RHONE-ALPES
202433,3,439,0,1016,15,0,35,27,BOURGOGNE-FRANCHE-COMTE
202433,3,7099,2453,11745,204,71,337,53,BRETAGNE
202433,3,707,0,1614,27,0,61,24,CENTRE-VAL-DE-LOIRE
202433,3,212,33,391,60,9,111,94,CORSE
202433,3,2301,500,4102,19,5,33,11,ILE-DE-FRANCE
202433,3,1661,0,3414,27,0,56,76,OCCITANIE
202433,3,2272,309,4235,37,5,69,32,HAUTS-DE-FRANCE
202433,3,942,246,1638,28,8,48,28,NORMANDIE
202433,3,660,0,1335,17,0,34,52,PAYS-DE-LA-LOIRE
202433,3,1573,0,3643,30,0,70,93,PROVENCE-ALPES-COTE-D-AZUR
202432,3,1158,0,2847,20,0,50,44,GRAND EST
202432,3,1774,62,3486,29,1,57,75,NOUVELLE-AQUITAINE
202432,3,2330,256,4404,28,3,53,84,AUVERGNE-RHONE-ALPES
202432,3,811,0,2135,28,0,74,27,BOURGOGNE-FRANCHE-COMTE
202432,3,5727,1079,10375,164,31,297,53,BRETAGNE
202432,3,879,0,1763,33,0,67,24,CENTRE-VAL-DE-LOIRE
202432,3,216,0,523,61,0,148,94,CORSE
202432,3,3245,1153,5337,26,9,43,11,ILE-DE-FRANCE
202432,3,2174,621,3727,35,10,60,76,OCCITANIE
202432,3,2148,467,3829,35,7,63,32,HAUTS-DE-FRANCE
202432,3,489,0,1021,14,0,30,28,NORMANDIE
202432,3,1681,144,3218,43,4,82,52,PAYS-DE-LA-LOIRE
202432,3,956,0,2410,18,0,46,93,PROVENCE-ALPES-COTE-D-AZUR
202431,3,980,0,1997,17,0,35,44,GRAND EST
202431,3,2930,1026,4834,47,16,78,75,NOUVELLE-AQUITAINE
202431,3,4281,1989,6573,52,24,80,84,AUVERGNE-RHONE-ALPES
202431,3,1128,0,2389,39,0,83,27,BOURGOGNE-FRANCHE-COMTE
202431,3,2998,1159,4837,86,33,139,53,BRETAGNE
202431,3,1014,0,2048,39,0,78,24,CENTRE-VAL-DE-LOIRE
202431,3,251,9,493,71,2,140,94,CORSE
202431,3,3014,1121,4907,24,9,39,11,ILE-DE-FRANCE
202431,3,2816,874,4758,46,14,78,76,OCCITANIE
202431,3,1221,0,2600,20,0,43,32,HAUTS-DE-FRANCE
202431,3,754,106,1402,22,3,41,28,NORMANDIE
202431,3,1025,0,2451,26,0,62,52,PAYS-DE-LA-LOIRE
202431,3,1363,0,2811,26,0,54,93,PROVENCE-ALPES-COTE-D-AZUR
202430,3,3166,1159,5173,56,21,91,44,GRAND EST
202430,3,3276,1069,5483,53,17,89,75,NOUVELLE-AQUITAINE
202430,3,6204,3401,9007,75,41,109,84,AUVERGNE-RHONE-ALPES
202430,3,466,0,1188,16,0,41,27,BOURGOGNE-FRANCHE-COMTE
202430,3,4417,2231,6603,127,64,190,53,BRETAGNE
202430,3,1513,225,2801,58,9,107,24,CENTRE-VAL-DE-LOIRE
202430,3,164,0,395,47,0,113,94,CORSE
202430,3,2169,628,3710,17,5,29,11,ILE-DE-FRANCE
202430,3,2784,1179,4389,45,19,71,76,OCCITANIE
202430,3,1283,103,2463,21,2,40,32,HAUTS-DE-FRANCE
202430,3,345,0,796,10,0,23,28,NORMANDIE
202430,3,1310,334,2286,33,8,58,52,PAYS-DE-LA-LOIRE
202430,3,3368,884,5852,65,17,113,93,PROVENCE-ALPES-COTE-D-AZUR
202429,3,2372,999,3745,42,18,66,44,GRAND EST
202429,3,3452,1541,5363,56,25,87,75,NOUVELLE-AQUITAINE
202429,3,5060,2742,7378,61,33,89,84,AUVERGNE-RHONE-ALPES
202429,3,328,0,804,11,0,28,27,BOURGOGNE-FRANCHE-COMTE
202429,3,3830,1938,5722,110,56,164,53,BRETAGNE
202429,3,1239,165,2313,47,6,88,24,CENTRE-VAL-DE-LOIRE
202429,3,142,0,356,40,0,101,94,CORSE
202429,3,4913,2867,6959,40,24,56,11,ILE-DE-FRANCE
202429,3,3238,1544,4932,53,25,81,76,OCCITANIE
202429,3,1427,191,2663,23,3,43,32,HAUTS-DE-FRANCE
202429,3,1099,257,1941,32,7,57,28,NORMANDIE
202429,3,1676,668,2684,42,16,68,52,PAYS-DE-LA-LOIRE
202429,3,2047,779,3315,39,15,63,93,PROVENCE-ALPES-COTE-D-AZUR
202428,3,4587,1817,7357,81,32,130,44,GRAND EST
202428,3,2762,932,4592,45,16,74,75,NOUVELLE-AQUITAINE
202428,3,5210,3074,7346,63,37,89,84,AUVERGNE-RHONE-ALPES
202428,3,1386,241,2531,48,8,88,27,BOURGOGNE-FRANCHE-COMTE
202428,3,5377,3473,7281,154,99,209,53,BRETAGNE
202428,3,1311,176,2446,50,7,93,24,CENTRE-VAL-DE-LOIRE
202428,3,87,0,235,25,0,67,94,CORSE
202428,3,5561,3555,7567,45,29,61,11,ILE-DE-FRANCE
202428,3,4197,2174,6220,68,35,101,76,OCCITANIE
202428,3,4634,2394,6874,76,39,113,32,HAUTS-DE-FRANCE
202428,3,644,0,1288,19,0,38,28,NORMANDIE
202428,3,2779,1570,3988,70,39,101,52,PAYS-DE-LA-LOIRE
202428,3,3697,1473,5921,71,28,114,93,PROVENCE-ALPES-COTE-D-AZUR
202427,3,5775,2484,9066,102,44,160,44,GRAND EST
202427,3,3425,1617,5233,55,26,84,75,NOUVELLE-AQUITAINE
202427,3,4521,2537,6505,55,31,79,84,AUVERGNE-RHONE-ALPES
202427,3,401,0,878,14,0,31,27,BOURGOGNE-FRANCHE-COMTE
202427,3,5240,3366,7114,150,96,204,53,BRETAGNE
202427,3,1084,0,2367,41,0,90,24,CENTRE-VAL-DE-LOIRE
202427,3,125,0,253,35,0,71,94,CORSE
202427,3,6492,4301,8683,52,34,70,11,ILE-DE-FRANCE
202427,3,3419,1426,5412,56,24,88,76,OCCITANIE
202427,3,4599,2215,6983,76,37,115,32,HAUTS-DE-FRANCE
202427,3,643,101,1185,19,3,35,28,NORMANDIE
202427,3,2243,1055,3431,57,27,87,52,PAYS-DE-LA-LOIRE
202427,3,4057,1483,6631,78,29,127,93,PROVENCE-ALPES-COTE-D-AZUR
202426,3,5285,2250,8320,93,39,147,44,GRAND EST
202426,3,4303,2235,6371,69,36,102,75,NOUVELLE-AQUITAINE
202426,3,4574,2622,6526,55,31,79,84,AUVERGNE-RHONE-ALPES
202426,3,616,0,1246,21,0,43,27,BOURGOGNE-FRANCHE-COMTE
202426,3,4127,2512,5742,119,73,165,53,BRETAGNE
202426,3,1102,0,2283,42,0,87,24,CENTRE-VAL-DE-LOIRE
202426,3,156,0,382,44,0,108,94,CORSE
